ItemCode,ItemName,English,French,English_(UK)
CDEC1040,Plafón decorativo nogal (1050x630mm),Walnut decorative ceiling lamp (1050x630mm),Plafonnier décoratif en noyer (1050x630mm),
CDEC1041,Plafón decorativo nogal (1434x630mm),Walnut decorative ceiling lamp (1434x630mm),Plafonnier décoratif en noyer (1434x630mm),
CDECO001,Plafón decorativo bleu para self 800 (664x617),Decorative ceiling lamp bleu for self 800 (664x617),Plafonnier déco bleu pour soi 800 (664x617),
CDECO002,Plafón decorativo bleu para self 1200 (1064x617),Decorative ceiling lamp bleu for self 1200 (1064x617),Plafonnier déco bleu for self 1200 (1064x617),
CDECO003,Plafón decorativo bleu para self 1600 (1464x617),Decorative ceiling lamp bleu for self 1600 (1464x617),Plafonnier déco bleu pour soi 1600 (1464x617),
CDECO004,Plafón decorativo bleu para mueble angular interior 400,Decorative ceiling light bleu for interior corner furniture 400,Plafonnier déco bleu pour meuble d'angle intérieur 400,
CDECO005,Plafón decorativo rojo para self 800,Red decorative ceiling light for self 800,Plafonnier décoratif rouge pour self 800,
CDECO006,Plafón decorativo rojo para self 1200,Red decorative ceiling light for self 1200,Plafonnier décoratif rouge pour soi 1200,
CDECO007,Plafón decorativo rojo para self 1600,Red decorative ceiling light for self 1600,Plafonnier décoratif rouge pour soi 1600,
CDECO008,Plafón decorativo rojo para mueble angular interior 400,Red decorative ceiling lamp for interior corner furniture 400,Plafonnier décoratif rouge pour meuble d'angle intérieur 400,
CDECO009,Plafón decorativo inox para self 800,Decorative stainless steel ceiling light for self 800,Plafonnier décoratif en acier inoxydable pour self 800,
CDECO010,Plafón decorativo inox para self 1200,Decorative stainless steel ceiling light for self 1200,Plafonnier décoratif en acier inoxydable pour self 1200,
CDECO011,Plafón decorativo inox para self 1600,Inox decorative ceiling light for self 1600,Plafonnier décoratif Inox pour soi 1600,
CDECO014,Plafón decorativo azul 1190x440 (isla central baño maría),Blue decorative ceiling lamp 1190x440 (central island bain-marie),Plafonnier déco bleu 1190x440 (îlot central bain-marie),
CDECO914,Plafón decorativo azul self isla cuba/placa (994x695.5 mm ),Blue decorative ceiling light self island cuba / plate (994x695.5 mm),Plafonnier déco bleu self island cuba / plaque (994x695.5 mm),
CDECO915,Plafón decorativo azul self angular interior (183x695.5 mm),Decorative ceiling light blue self angular interior (183x695.5 mm),"Plafonnier décoratif bleu auto-angulaire intérieur (183x695,5 mm)",
CDECO916,Plafón decorativo azul self isla baño maría (1394x695.5 mm ),Decorative ceiling light blue self island bain-marie (1394x695.5 mm),Plafonnier déco bleu auto îlot bain-marie (1394x695.5 mm),
CDECO918,Plafón decorativo azul self 900 (774x695.5 mm ),Decorative ceiling light blue self 900 (774x695.5 mm),"Plafonnier déco bleu auto 900 (774x695,5 mm)",
CDECO919,Plafón decorativo azul self 1300 (1174x695.5 mm ),Decorative ceiling light blue self 1300 (1174x695.5 mm),"Plafonnier déco bleu self 1300 (1174x695,5 mm)",
CDECO920,Plafón decorativo azul self 2300 (1056x695.5 mm ),Decorative ceiling light blue self 2300 (1056x695.5 mm),"Plafonnier déco bleu self 2300 (1056x695,5 mm)",
CDECO921,Plafón decorativo azul self angular 90º exterior (892x695.5 mm ),Decorative ceiling light blue self angular 90º exterior (892x695.5 mm),"Plafonnier décoratif bleu auto-angulaire 90º extérieur (892x695,5 mm)",
CDECO922,Plafón decorativo azul self angular 45º exterior (422x695.5 mm ),Decorative ceiling light blue self angular 45º exterior (422x695.5 mm),"Plafonnier décoratif bleu auto-angulaire 45º extérieur (422x695,5 mm)",
CDECO923,Plafón decorativo azul self angular 90º interior (414x695.5 mm ),Decorative ceiling light blue self angular 90º interior (414x695.5 mm),"Plafonnier décoratif bleu auto-angulaire 90º intérieur (414x695,5 mm)",
CDECO924,Plafón decorativo azul self angular 45º interior (183x695.5 mm ),Decorative ceiling light blue self angular 45º interior (183x695.5 mm),"Plafonnier décoratif bleu auto-angulaire 45º intérieur (183x695,5 mm)",
CDECO931,Plafón decorativo arce del Canadá self 800 (674x695.5 mm),Decorative ceiling light Canada maple self 800 (674x695.5 mm),Plafonnier décoratif érable du Canada self 800 (674x695.5 mm),
CDECO932,Plafón decorativo arce del Canadá cantos biselados (1074x695.5x8 mm),Decorative ceiling lamp Canada maple beveled edges (1074x695.5x8 mm),Plafonnier déco érable du Canada bords biseautés (1074x695.5x8 mm),
CDECO933,Plafón decorativo arce del Canadá cantos biselados (1474x695.5x8 mm),Decorative ceiling light Canada maple beveled edges (1474x695.5x8 mm),Plafonnier déco érable du Canada bords biseautés (1474x695.5x8 mm),
CDECO934,Plafón decorativo arce del Canadá self isla cuba/placa (994x695.5 mm ),Decorative ceiling light Canada maple self island cuba / plate (994x695.5 mm),Plafonnier déco érable du Canada self island cuba / plaque (994x695.5 mm),
CDECO935,Plafón decorativo arce del Canadá self angular interior (183x695.5 mm),Decorative ceiling light Canada maple self angled interior (183x695.5 mm),Plafonnier décoratif érable du Canada intérieur auto-incliné (183x695.5 mm),
CDECO936,Plafón decorativo arce del Canadá self isla baño maría (1394x695.5 mm ),Decorative ceiling light Canada maple self bain-marie island (1394x695.5 mm),Plafonnier décoratif érable du Canada îlot bain-marie (1394x695.5 mm),
CDECO937,Plafón decorativo arce del Canadá cantos biselados (374x695.5x8 mm ),Decorative ceiling light Canada maple beveled edges (374x695.5x8 mm),Plafonnier déco érable du Canada bords biseautés (374x695.5x8 mm),
CDECO938,Plafón decorativo arce del Canadá self 900 (774x695.5 mm ),Decorative ceiling light Canada maple self 900 (774x695.5 mm),"Plafonnier décoratif érable du Canada auto 900 (774x695,5 mm)",
CDECO939,Plafón decorativo arce del Canadá self 1300 (1174x695.5 mm ),Decorative ceiling light Canada maple self 1300 (1174x695.5 mm),Plafonnier décoratif érable du Canada self 1300 (1174x695.5 mm),
CDECO940,Plafón decorativo arce del Canadá self 2300 (1056x695.5 mm ),Decorative ceiling light Canada maple self 2300 (1056x695.5 mm),Plafonnier décoratif érable du Canada self 2300 (1056x695.5 mm),
CDECO941,Plafón decorativo arce del Canadá self angular 90º exterior (892x695.5 mm ),Decorative ceiling light Canada maple self angle 90º exterior (892x695.5 mm),Plafonnier décoratif érable du Canada angle 90º extérieur (892x695.5 mm),
CDECO942,Plafón decorativo arce del Canadá self angular 45º exterior (422x695.5 mm ),Decorative ceiling lamp Canada maple self angular 45º exterior (422x695.5 mm),"Plafonnier décoratif érable du Canada auto angulaire 45º extérieur (422x695,5 mm)",
CDECO943,Plafón decorativo arce del Canadá self angular 90º interior (414x695.5 mm ),Decorative ceiling light Canada maple self angled 90º interior (414x695.5 mm),"Plafonnier décoratif érable du Canada auto-incliné 90º intérieur (414x695,5 mm)",
CDECO944,Plafón decorativo arce del Canadá self angular 45º interior (183x695.5 mm ),Decorative ceiling light Canada maple self angled 45º interior (183x695.5 mm),Plafonnier décoratif érable du Canada auto-incliné 45º intérieur (183x695.5 mm),
CDF002GN,Protector recto frontal de cristal recto 2 GN 1/1,Front piece for straight glass 2 GN 1/1,Partie frontal pour vitre droite 2 GN 1/1,
CDF003GN,Protector recto frontal de cristal recto 3 GN 1/1,Front piece for straight glass 3 GN 1/1,Partie frontal pour vitre droite 3 GN 1/1,
CDF004GN,Protector recto frontal de cristal recto 4 GN 1/1,Front piece for straight glass 4 GN 1/1,Partie frontal pour vitre droite 4 GN 1/1,
CDF005GN,Protector recto frontal de cristal recto 5 GN 1/1,Front piece for straight glass 5 GN 1/1,Partie frontal pour vitre droite 5 GN 1/1,
CDF006GN,Protector recto frontal de cristal recto 6 GN 1/1,Front piece for straight glass 6 GN 1/1,Partie frontal pour vitre droite 6 GN 1/1,
CDF102GN,Protector recto frontal de cristal recto 2 GN 1/1,Straight glass front protector 2 GN 1/1,Protection frontale en verre droit 2 GN 1/1,
CDF103GN,Protector recto frontal de cristal recto 3 GN 1/1,Straight glass front protector 3 GN 1/1,Protecteur frontal en verre droit 3 GN 1/1,
CDF104GN,Protector recto frontal de cristal recto 4 GN 1/1,Straight glass front protector 4 GN 1/1,Protecteur frontal en verre droit 4 GN 1/1,
CDF105GN,Protector recto frontal de cristal recto 5 GN 1/1,Straight glass front protector 5 GN 1/1,Protection frontale en verre droit 5 GN 1/1,
CDF106GN,Protector recto frontal de cristal recto 6 GN 1/1,Straight glass front protector 6 GN 1/1,Protection frontale en verre droit 6 GN 1/1,
CDLC0001,Cristal Lateral para Cristal Curvo 2 Caras,Side Glass for Curved Glass 2 Sides,Verre latéral pour verre bombé 2 côtés,
CDLI0001,Cristal Lateral para Cristal Inclinado,Side Glass for Inclined Glass,Verre latéral pour verre incliné,
CDLR0001,Cristal Lateral para Cristal Recto,Side Glass for Straight Glass,Verre latéral pour verre droit,
CDR002GN,Cristal recto 2 GN 582 x 550,Straight glass 2 GN 1/1,Vitre droite 2 GN 1/1,
CDR003GN,Cristal recto 3 GN 912 x 550,Straight glass 3 GN 1/1,Vitre droite 3 GN 1/1,
CDR004GN,Cristal recto 4 GN 1242 x 550,Straight glass 4 GN 1/1,Vitre droite 4 GN 1/1,
CDR005GN,Cristal recto 5 GN 1572 x 550,Straight glass 5 GN 1/1,Vitre droite 5 GN 1/1,
CDR006GN,Cristal recto 6 GN 912 x 550 (x2),Straight glass 6 GN 1/1,Vitre droite 6 GN 1/1,
CDR102GN,Cristal recto 2 GN 725 x 550,Straight glass 2 GN 1/1,Verre droit 2 GN 1/1,
CDR103GN,Cristal recto 3 GN 1055 x 550,Straight glass GN 3/1,Verre droit GN 3/1,
CDR104GN,Cristal recto 4 GN 1385 x 550,Straight glass 4 GN 1/1,Verre droit 4 GN 1/1,
CDR105GN,Cristal recto 5 GN 1715 x 550,Straight glass 5 GN 1/1,Verre droit 5 GN 1/1,
CDR106GN,Cristal recto 6 GN 1015 x 550 (x2),Straight glass 6 GN 1/1,Verre droit 6 GN 1/1,
CEL00001,Interruptor Bipolar color rojo 125/250 ROJO 50/60 Hz,125/250 50/60 Hz red bipolar switch,Interrupteur bipolaire couleur 125/250 ROUGE 50/60 Hz,
CEL00002,Cable rizado goma 3x2.5 mm con clavija 1 m en reposo,Curly rubber cable 3x2.5 mm with 1 m plug at rest,"Câble en caoutchouc bouclé 3x2,5 mm avec fiche 1 m au repos",
CEL00003,Contactor N20A 2C 1 MOD.230V,N20A 2C 1 MOD. 230 V contactor,Contacteur N20A 2C 1 MOD.230 V,
CEL00005,Cable conexión H07VK 1x1.5  Azul [Mts],Connection cable H07VK 1x1.5 Blue [Mts],Câble de connexion H07VK 1x1.5 Bleu [Mts],
CEL00006,Regleta cerámica blanca Ref. E82 6mm2,White ceramic strip Ref. E82 6mm2,Bande céramique blanche Réf E82 6mm2,
CEL00008,Fluorescente 18W,Fluorescent 18W,Fluorescent 18W,
CEL00009,Fluorescente 36W,Fluorescent 36W,Fluorescent 36W,
CEL0001,Cable sensor puerta GAS,GAS door sensor cable,Câble du capteur de porte GAS,
CEL00014,Portalámpara para lámpara halógena 300w,Lamp holder for 300w halogen lamp,Support de lampe pour lampe halogène 300w,
CEL00016,Fluorescente 30W,Fluorescent 30W,Fluorescent 30W,
CEL00017,Cable eléctrico 3x1.5 [Mts],Electric cable 3x1.5 [Mts],Câble électrique 3x1.5 [Mts],
CEL00020,Macarrón de fibra y silicona scs3- 10mm [Mts],Fiber and silicone macaron scs3- 10mm [Mts],Macaron fibre et silicone scs3-10mm [Mts],
CEL00023,Cable de fibra y silicona 2.5mm2 [Mts],Fiber and silicone cable 2.5mm2 [Mts],Câble fibre et silicone 2.5mm2 [Mts],
CEL00026,Led color rojo D19,Red led D19,Led rouge D19,
CEL00027,Macarrón de fibra y silicona scs3 - 5mm [Mts],Fiber and silicone macaron scs3 - 5mm [Mts],Macaron fibre et silicone scs3 - 5mm [Mts],
CEL00029,Fluorescente 58W,Fluorescent 58W,Fluorescent 58W,
CEL00030,Cable eléctrico 2x1 [Mts],Electric cable 2x1 [Mts],Câble électrique 2x1 [Mts],
CEL00031,Clavija enchufe,Plug plug,Prise de courant,
CEL00033,Cable eléctrico 3x2.5 [Mts],Electric cable 3x2.5 [Mts],Câble électrique 3x2.5 [Mts],
CEL00035,Regleta carril DIN 2M [Mts],DIN 2M rail terminal strip [metres],Réglette rail DIN 2 M [m],
CEL00036,Prensaestopa Negra de plástico EPN 250  PG 13.5,Black plastic cable gland EPN 250 PG 13.5,"Presse-étoupe plastique noir EPN 250 PG 13,5",
CEL00037,Tuerca plástico para prensaestopa PG13.5,Plastic nut for PG13.5 cable gland,"Écrou en plastique pour presse-étoupe PG13,5",
CEL00038,Borna Beige T-6 44A,Terminal Beige T-6 44A,Borne Beige T-6 44A,
CEL00040,"Punta hueca corta APF-1,5 negro",Short hollow point APF-1.5 black,Pointe creuse courte APF-1.5 noir,
CEL00041,"Punta hueca corta APF-2,5 gris","Short hollow point APF-2,5 gray","Pointe creuse courte APF-2,5 gris",
CEL00042,"Punta hueca corta APF-4,00 Naranja",Short hollow point APF-4.00 Orange,Pointe creuse courte APF-4.00 Orange,
CEL00043,"Terminal preaisl. AT-2,5/5 Azul","Terminal preaisl. AT-2,5 / 5 Blue","Préallée terminale. AT-2,5 / 5 Bleu",
CEL00044,Terminal preaisl. AT-6/6 Amarillo,Pre-insulated terminal. AT-6/6 Yellow,Borne pré-isolée AT-6/6 Jaune,
CEL00045,"Terminal AU-2,5/4 azul","Terminal AU-2,5 / 4 blue","Borne AU-2,5 / 4 bleu",
CEL00046,"Terminal preaisl. AFH 1,5/2,8 rojo",Terminal preaisl. AFH 1.5 / 2.8 red,Préallée terminale. AFH 1.5 / 2.8 rouge,
CEL00047,"Terminal preaisl. AFH-2,5/6,3 Azul",Terminal preaisl. AFH-2.5 / 6.3 Blue,Préallée terminale. AFH-2.5 / 6.3 Bleu,
CEL00048,"Terminal AML-2,5 Azul","Terminal AML-2,5 Blue","Borne AML-2,5 Bleu",
CEL00050,Terminal preaisl. AFH/A-6 Amarillo,Terminal preaisl. AFH / A-6 Yellow,Préallée terminale. AFH / A-6 Jaune,
CEL00051,"Terminal preaisl. AFH/M-2,5 azul","Terminal preaisl. AFH / M-2,5 blue","Préallée terminale. AFH / M-2,5 bleu",
CEL00052,Regleta de conexión Mod. R010 Blanca,Connection strip Mod. R010 White,Barrette de connexion Mod.R010 Blanc,
CEL00053,Regleta de conexión EKL-6CE blanca,EKL-6CE white connection strip,Bande de connexion blanche EKL-6CE,
CEL00054,Regleta de conexión EKL-10CE Blanca,Connection strip EKL-10CE White,Barrette de connexion EKL-10CE Blanc,
CEL00055,"Brida collarín negro 200x2,4 mm",Black collar flange 200x2.4 mm,Bride de col noir 200x2.4 mm,
CEL00056,"Brida N-292/4,8 negra 270x4,8 mm","Flange N-292 / 4,8 black 270x4,8 mm","Bride N-292 / 4,8 noir 270x4,8 mm",
CEL00057,"Brida N-98/2,5 negra 98x2,5 mm","Flange N-98 / 2,5 black 98x2,5 mm","Bride N-98 / 2,5 noir 98x2,5 mm",
CEL00058,Cinta aislante 19x20 negra,Insulating tape 19x20 black,Ruban isolant 19x20 noir,
CEL00059,Terminal Cu T-4/5,Terminal Cu T-4/5,Borne Cu T-4/5,
CEL00061,"Terminal horq. aisl. PVC 2,5x6mm2  T.5","Terminal horq. aisl. PVC 2,5x6mm2 T.5","Horq terminal. allée. PVC 2,5x6mm2 T.5",
CEL00062,Tasa reciclaje lamparas,Lamps recycling rate,Taux de recyclage des lampes,
CEL00063,Terminal red. reforz. 4-6 d.5 A1-M5,Network terminal. reinforced 4-6 d.5 A1-M5,Borne réseau. renforcé 4-6 d.5 A1-M5,
CEL00065,Cable conexión H07VK 1x1.5 marrón [Mts],Connection cable H07VK 1x1.5 brown [Mts],"Câble de connexion H07VK 1x1,5 marron [Mts]",
CEL00066,Cable conexión H07VK 1x1.5 Tierra [Mts],Connection cable H07VK 1x1.5 Earth [Mts],"Câble de connexion H07VK 1x1,5 Terre [Mts]",
CEL00068,"Cable conexión  flexible 1x2,5 Tierra [Mts]","Flexible connection cable 1x2,5 Earth [Mts]","Câble de connexion souple 1x2,5 Terre [Mts]",
CEL00069,"Cable conexión  flexible 1x2,5 AZUL [Mts]","Flexible connection cable 1x2,5 BLUE [Mts]","Câble de connexion souple 1x2,5 BLEU [Mts]",
CEL00070,"Cable conexión  flexible 1x2,5 MARRÓN [Mts]","Flexible connection cable 1x2,5 BROWN [Mts]","Câble de connexion souple 1x2,5 MARRON [Mts]",
CEL00071,Lámpara halógena tubular 230W (230V) R7S-15 (118mmx10),,Lampe halogène tubulaire,
CEL00073,Fluorescente Slimline 4000º  21W a 220V (905 mm),Fluorescent Slimline 4000º 21W at 220V (905 mm),Fluorescent Slimline 4000º 21W à 220V (905 mm),
CEL00074,Fluorescente Slimline 4000º  28W a 220V (1205 mm),Fluorescent Slimline 4000º 28W at 220V (1205 mm),Fluorescent Slimline 4000º 28W à 220V (1205 mm),
CEL00075,Fluorescente Slimline 4000º  36W a 220V (1500 mm),Fluorescent Slimline 4000º 36W at 220V (1500 mm),Fluorescent Slimline 4000º 36W à 220V (1500 mm),
CEL00076,Cristal protector P/lampara lineal 135mm i transparentes,,Verre protecteur pour lampe,
CEL00077,"Cable barryflex RV-K 0,6 1/kv 5x25 mm2 [Mts]",Barryflex cable RV-K 0.6 1 / kv 5x25 mm2 [Mts],"Câble Barryflex RV-K 0,6 1 / kv 5x25 mm2 [Mts]",
CEL00078,Tapa con marco emp.1El IP54 S.44 Beige,Cover with flush frame 1 IP54 S.44 Beige,Couvercle avec cadre affleurant 1 IP54 S.44 Beige,
CEL00079,Base 2P TT lat Schko Embor. S. 27 MF,Base 2P TT lat Schko Embor. S. 27 MF,Base 2P TT lat Schko Embor. S. 27 MF,
CEL00080,Cable 5x1.5 mm2 (RV-K 0.6 1/KV) [Mts],Cable 5x1.5 mm2 (RV-K 0.6 1 / KV) [Mts],"Câble 5x1,5 mm2 (RV-K 0,6 1 / KV) [Mts]",
CEL00081,Regleta slimline 13W 220V Blanc Prode,Slimline strip 13W 220V Blanc Prode,Bande Slimline 13W 220V Blanc Prode,
CEL00082,Contactor 40A 400VAC 4NA AC230,40 A 400 VAC 4NO AC230 contactor,Contacteur 40A 400VAC 4NA AC230,
CEL00083,Termostato de seguridad KO-110-110-05-A,,Thermostat de sécurité KO-110-110-05-A,
CEL00084,Lámpara Ozono (C-6882),Ozone Lamp (C-6882),Lampe à ozone (C-6882),
CEL00085,Transformador para lámpara Ozono (C-4222),Ozone Lamp Transformer (C-4222),Transformateur de lampe à ozone (C-4222),
CEL00086,Temporizador mecánico 120 minutos,Mechanical timer 120 minutes,Minuterie mécanique 120 minutes,
CEL00087,Botón (50mm) para Temporizador mec de la Serie MT 120 minutos (REF 03207411),Button (50mm) for MT Series mec timer 120 minutes (REF 03207411),Bouton (50mm) pour minuterie mec série MT 120 minutes (REF 03207411),
CEL00088,Lampara dicroica MR16 12V 18 Leds Blanco,Dichroic lamp MR16 12V 18 Leds White,Lampe dichroïque MR16 12V 18 Leds Blanc,
CEL00089,"Aro basculante Zamak 12V/50W G6,5 cromo","Rocking ring Zamak 12V / 50W G6,5 chrome","Anneau basculant Zamak 12V / 50W G6,5 chromé",
CEL00090,Trafo electronic 60W Rat,Trafo electronic 60W Rat,Trafo électronique 60W Rat,
CEL00091,P/fluor mol.345/mau,P / fluorine mol. 345 / mau,P / fluor mol.345 / mau,
CEL00092,Fluorescente Master TL-D Super 80  70W/840,Fluorescent Master TL-D Super 80 70W / 840,Fluorescent Master TL-D Super 80 70W / 840,
CEL00093,Cebador st111 10er p/lamp 4-80W 230V,Starter st111 10er p / lamp 4-80W 230V,Démarreur st111 10er p / lampe 4-80W 230V,
CEL00094,P/cebador fijo auto ref.16al,P / auto fixed primer ref.16al,P / apprêt fixe auto ref.16al,
CEL00095,Tridonic Reactancia 1x70W T8,Tridonic Reactance 1x70W T8,Tridonic Réactance 1x70W T8,
CEL00096,Fluorescente Master TL-D Super 80 36W/840,Fluorescent Master TL-D Super 80 36W / 840,Fluorescent Master TL-D Super 80 36W / 840,
CEL00097,Fluorescente Master TL-D Super 80 30W/840,Fluorescent Master TL-D Super 80 30W / 840,Fluorescent Master TL-D Super 80 30W / 840,
CEL00098,Cable conductor rigido 1mm azul [Mts],Rigid conductor cable 1mm blue [Mts],Câble conducteur rigide 1mm bleu [Mts],
CEL00099,Cable conductor rígido 1 mm BLANCO 06801301 [200 Mts],Rigid conductor cable 1 mm WHITE 06801301 [200 Mts],Câble conducteur rigide 1 mm BLANC 06801301 [200 Mts],
CEL00100,Fluorescente Master TL-D Super 80 18W/840,Fluorescent Master TL-D Super 80 18W / 840,Fluorescent Master TL-D Super 80 18W / 840,
CEL00106,Fte alimentacion electron 85-264/12 - 1. (series Tek),Fte alimentacion electron 85-264 / 12 - 1. (Tek series),Fte alimentacion electron 85-264 / 12 - 1. (série Tek),
CEL00107,Prensaestopas plastico PG11 5-10 Negro,Plastic cable gland PG11 5-10 Black,Presse-étoupe plastique PG11 5-10 Noir,
